# AF3,F7,F3,FC5,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,MARKER
-1.301038502632180865e-05,-1.496664830853742239e-05,-2.147186129091325585e-05,-2.068254671549553706e-05,-2.735100077821010019e-06,-6.271125976958880446e-06,-1.432776015106432224e-05,-2.437135977111467132e-05,-2.147192979324025598e-05,-2.303391274891279224e-05,-2.492682912794689075e-05,-2.566336448462653346e-05,-1.619581227893491672e-05,0.000000000000000000e+00
-1.002678292668039486e-05,-1.043071806363012212e-05,-2.359002659189746263e-05,-1.835780180361638810e-05,-4.269560210574500134e-06,-5.910896644541087742e-06,-1.403029354543374179e-05,-1.434189066910810829e-05,-1.697372364080262301e-05,-1.681385897611963019e-05,-2.294824687113755415e-05,-2.748927945220111269e-05,-1.584939297474631433e-05,0.000000000000000000e+00
-7.768078521400774184e-06,-2.628397821011673108e-06,-1.486058222018768890e-05,-1.264629235065232372e-05,2.897401419089038148e-06,-3.426605909819183866e-06,-6.388920202944998398e-06,-1.067981477988860717e-05,-1.174597957122148596e-05,-1.274424621957732489e-05,-1.382132570840008394e-05,-2.028286624551765876e-05,-1.213301729762721698e-05,0.000000000000000000e+00
-8.927434767681386208e-06,-1.629972945754177032e-06,-6.112204527351799586e-06,-9.634560659189746984e-06,9.192007708857865490e-06,-9.039581683070116932e-06,-2.236849088273515723e-07,-5.068230841535055031e-06,-1.187917828641184258e-05,-1.424204776073853544e-05,-1.422462086060882781e-05,-1.323175741206988549e-05,-1.167112489204241605e-05,0.000000000000000000e+00
-1.133375906767375762e-05,-3.144617495994506859e-06,-6.229354451819640820e-06,-5.124991348134585503e-06,1.112299299610895180e-05,-1.233618238651102853e-05,1.092524856946662105e-06,1.486615068284125459e-06,-1.537778307164110872e-05,-9.637246417944608556e-06,-2.164498099336231946e-05,-1.389216385900663654e-05,-1.578568367742427318e-05,0.000000000000000000e+00
-1.034482578927290289e-05,-2.064157711146715514e-06,-6.615120869764250499e-06,2.099265287251087174e-06,2.257242629434653300e-05,1.076978333714804845e-06,2.709399794003196857e-06,3.127201072709242255e-06,-1.651302716716258553e-05,-5.037288410772869416e-06,-2.200090926527808745e-05,-1.338996467078660104e-05,-1.625288519111924617e-05,0.000000000000000000e+00
-1.080568789959563270e-05,-2.599385474937056540e-06,-7.260037120622570831e-06,3.515673756008240520e-06,3.278064364385442929e-05,1.423037208514533604e-05,6.646834111543441310e-06,3.998481208514537300e-06,-1.335536221255817671e-05,-8.512381719691767027e-06,-1.858102050812542093e-05,-9.957302589456014071e-06,-1.577506546120393242e-05,0.000000000000000000e+00
-2.206560539711604024e-05,-1.127607780270084615e-05,-1.849696320897230620e-05,-5.241974071869993071e-06,1.739546764934767780e-05,5.933616026550693958e-06,3.475456267643236693e-06,-3.144216359197373130e-06,-1.865276065613794096e-05,-1.899578167391470347e-05,-2.889752703593498950e-05,-1.368605898985274907e-05,-2.605615331654840739e-05,0.000000000000000000e+00
-3.478611973907071820e-05,-2.248084594186312707e-05,-3.127458830395971881e-05,-1.544699638361181167e-05,-7.028637564660103181e-06,-1.038147182574197398e-05,-1.031036169222553348e-05,-1.800246693675135415e-05,-3.278526653849088917e-05,-3.449445566491188172e-05,-4.359749999999999720e-05,-2.180542968032349262e-05,-4.029385399099717622e-05,0.000000000000000000e+00
-2.871930211490043275e-05,-1.795291910276951221e-05,-2.679094119478141642e-05,-1.308325723048752741e-05,-5.145604156557562568e-06,-6.615568366521709239e-06,-1.107002103456169016e-05,-1.916167441519798538e-05,-2.696118326695658772e-05,-3.188389776455329689e-05,-3.528258249942778054e-05,-1.859919266651407618e-05,-3.379285111009383807e-05,0.000000000000000000e+00
-1.366687350118256851e-05,-8.562923231860837775e-06,-1.845672990157930932e-05,-8.866144728770886544e-06,5.302372588693065575e-06,6.929628603036540367e-06,3.345914358739596778e-06,-9.309160659189743290e-06,-9.210315956359196608e-06,-1.654142134737163504e-05,-1.797201776150147780e-05,-6.065984602121003603e-06,-1.518044535286487711e-05,0.000000000000000000e+00
-1.941564826276035271e-05,-1.738567771572442153e-05,-2.522775886930647926e-05,-2.080641077592126372e-05,-9.090568368047606079e-06,-2.109113769741363183e-06,6.655163424124434352e-07,-1.459232747234302182e-05,-1.519814810711833509e-05,-2.047905320820935163e-05,-2.307004742046234007e-05,-5.942611969176775117e-06,-1.681565065079727921e-05,0.000000000000000000e+00
-3.263062924391546142e-05,-2.649555438315403746e-05,-3.599371859464408144e-05,-3.159290603799496739e-05,-2.704670280613412256e-05,-1.841989609216449490e-05,-1.640682782482643428e-05,-2.682324104829480297e-05,-2.879419310902571068e-05,-3.517373348592355248e-05,-3.708523062943464596e-05,-1.404311390402075135e-05,-2.603889871519035154e-05,0.000000000000000000e+00
-2.486918323491264053e-05,-2.239781060654612261e-05,-3.898399999999999809e-05,-2.953538636758983938e-05,-2.481140751659418673e-05,-1.393927467460136028e-05,-1.885852839703975415e-05,-2.537310698405431867e-05,-2.231022629434653405e-05,-3.304750914778363020e-05,-3.432171149919889845e-05,-9.089339830624854736e-06,-2.183806692301823042e-05,0.000000000000000000e+00
-1.423815049210345225e-05,-2.036794680704966950e-05,-3.300817051956969622e-05,-2.711200896314946087e-05,-1.627228442206454356e-05,-1.044748995040818147e-05,-1.402709497978180085e-05,-2.074377517814907852e-05,-1.406168200503547906e-05,-2.202770977340352460e-05,-2.497690268711375038e-05,5.293712108033883339e-07,-1.789074504310673091e-05,0.000000000000000000e+00
-1.188343314717326109e-05,-1.617216130922407926e-05,-1.900579621423667141e-05,-1.990839633783474377e-05,-1.297651488212405365e-05,-2.019377439841306513e-05,-1.853387398336766892e-05,-2.133912494392309049e-05,-1.307307869687953026e-05,-1.704633908598458767e-05,-1.742797530785076174e-05,6.142100288395514637e-06,-1.211443541924162319e-05,0.000000000000000000e+00
-5.493772013427934428e-06,-5.953812936598763339e-06,-8.882386074616619614e-06,-6.628563414969101408e-06,-8.465349636072324894e-06,-1.981919329976348528e-05,-2.023551091020066341e-05,-1.716867734035247922e-05,-5.885236102845807170e-06,-1.327580230411230546e-05,-1.021602944838634972e-05,1.162129663385976807e-05,-1.405964361028453069e-06,0.000000000000000000e+00
-3.645522925154493428e-06,-4.390147525749599630e-06,-7.844603410391395835e-06,3.949875669489586223e-07,4.961176525520716370e-06,-5.494695423819336778e-06,-7.518013878080421124e-06,-4.016996116578924709e-06,-1.385807943846799638e-06,-9.465308003356983889e-06,-7.277929530785069514e-06,1.103636520943007443e-05,-4.540992700083919373e-06,0.000000000000000000e+00
-8.420966511024639866e-06,-7.387423002975509207e-06,-7.787803447013049083e-06,5.349080796520943858e-07,1.313881622339208263e-05,-3.039108221561001686e-06,1.737035835812917135e-06,2.389299168383329618e-07,-9.922745781643396736e-06,-8.474845868619821119e-06,-1.028098974135957000e-05,2.748627161058976775e-06,-1.359965841306171674e-05,0.000000000000000000e+00
-5.210533841458757877e-06,-3.369713284504463195e-06,-7.928620022888534797e-06,-2.810568441290913475e-06,2.502720567635616857e-06,-1.689430334172579661e-05,-8.202506927595947881e-06,-1.327116086366063753e-05,-1.996152968337529702e-05,-1.574469263752193628e-05,-1.813035847562370457e-05,-2.485275361257342623e-06,-1.177996160830090289e-05,0.000000000000000000e+00
5.053249407187004052e-06,2.921964110780499119e-06,-4.719422092011905222e-06,-1.109731389333943779e-06,-1.755775161364154696e-06,-1.501565714198520047e-05,-8.693486755169001060e-06,-1.472729341420614796e-05,-1.298387221789883390e-05,-1.862042316319524100e-05,-1.602320897230486590e-05,5.085449973296710937e-06,-3.339806990157925832e-06,0.000000000000000000e+00
6.105791258106359704e-06,1.322283373769741362e-06,-1.745707342641339916e-06,6.376016040283818059e-06,1.343390471046006147e-05,6.583751036850533114e-06,1.016365704585335067e-05,3.158693125810637930e-06,4.096113490501259768e-06,-5.997479697871365776e-06,-2.282753669031807303e-06,1.687261646906233184e-05,2.108665207904178368e-06,0.000000000000000000e+00
-6.159861782253753021e-06,-1.041871295490958979e-05,-1.352578308079652330e-05,-1.250798791485465828e-06,1.207649766994735747e-05,9.415354514381623550e-06,9.547933157854571955e-06,1.047225946440835967e-06,1.279388366521706146e-06,-4.305944731822689524e-06,-5.905643341725787205e-06,1.098846759899290420e-05,-6.477489883268477325e-06,0.000000000000000000e+00
-1.532309671015487406e-05,-1.805796380407415788e-05,-2.580759182879377537e-05,-1.727857883268482309e-05,-7.028637564660103181e-06,-8.449724090943773111e-06,-6.382523071641114820e-06,-1.736512776684214060e-05,-1.380994865339131980e-05,-1.923673762111848548e-05,-2.388069774319065343e-05,-4.832258272678720432e-06,-2.039398951705195180e-05,0.000000000000000000e+00
-1.021640848249026795e-05,-1.193735920805676358e-05,-2.175231111009384442e-05,-1.412463284962233997e-05,-5.691517857633323499e-06,-8.066531932555125889e-06,-4.397813084611283437e-06,-1.333114572671091581e-05,-1.060218142977035463e-05,-2.021872391851682203e-05,-1.928340367589837054e-05,-4.155180132753484376e-07,-1.724303385366597521e-05,0.000000000000000000e+00
-5.509374116121152659e-06,-6.750151815060653902e-06,-1.818219674525063166e-05,-9.250352693980315070e-06,-2.034264921034560072e-06,-3.082163520256355074e-06,-1.485519058518356319e-06,-5.683075687800409987e-06,-2.550380196841382729e-06,-1.051994433508812050e-05,-5.595728610666048133e-06,9.725712414740214724e-06,-7.613639018844887538e-06,0.000000000000000000e+00
-8.064518472571903645e-06,-9.793446875715265971e-06,-1.914542945754177088e-05,-1.669939966124971302e-05,-1.518967853513389577e-05,-1.784151991302357706e-05,-1.371363554589151399e-05,-1.485626086976424627e-05,-8.587092610055696226e-06,-1.196204751659418513e-05,-1.006039541313801009e-05,6.189997898832684023e-06,-7.965367431143659455e-06,0.000000000000000000e+00
-1.905288393987941037e-06,-6.268947040512702888e-06,-1.007045197528038859e-05,-1.093972085145342181e-05,-2.057504342412451079e-05,-2.481791347829404409e-05,-1.908562655832761863e-05,-1.448585434042877787e-05,-1.337613632410162509e-05,-1.055869102006561398e-05,-1.190364372625314030e-05,8.911453037308308915e-06,-4.572847348744940798e-06,0.000000000000000000e+00
7.435570472266732417e-06,6.719580169375143652e-06,-1.777916868848740191e-07,3.696882288853284727e-06,-1.558989229571984176e-05,-1.901836474402990778e-05,-1.748314516670481706e-05,-5.681576066224153030e-06,-1.372807421377889535e-05,-6.455938353551532791e-07,-1.924118718242152593e-06,1.783637444876783333e-05,4.846837715724427077e-06,0.000000000000000000e+00
8.912969581139853318e-06,1.269312218356603333e-05,7.049744106202758234e-07,6.978133000686655313e-06,-8.690354607461660090e-06,-1.513190644846265576e-05,-1.760469066147860674e-05,-3.195203492790109672e-06,-1.289099971923399820e-05,3.338049713893339683e-06,7.530310588235302793e-06,2.055928102998397651e-05,1.188671506981002986e-05,0.000000000000000000e+00
6.955505774013889355e-06,4.707724032959487350e-06,-8.227079377431938752e-07,2.944522810711833659e-06,-2.340419226367587881e-06,-1.265479159685664503e-05,-1.008966066224155597e-05,-2.004592050049565037e-07,-7.161010952925918446e-06,2.316105897611963779e-06,7.611510954451828148e-06,1.957229996643014861e-05,1.192918793469139120e-05,0.000000000000000000e+00
3.413828462653547696e-06,-3.130611535820554018e-06,-3.815356008239875083e-06,3.502588784618905278e-07,-1.327896855115585427e-06,-1.103160683604181314e-05,-2.793732410162515629e-06,9.467513008316189939e-07,-7.217223254749370030e-06,-8.861023880369223056e-08,-4.232915797665361508e-06,1.538198477454795271e-05,1.717118484779130729e-06,0.000000000000000000e+00
3.873490411230644001e-06,1.037648386358433982e-07,-5.059038539711607954e-06,1.713910432593270722e-06,-8.410008514534199031e-07,-7.766580018310829367e-06,-4.130732852674150406e-06,-3.373658460364688415e-06,-1.239364304875257575e-05,-2.415833005264362367e-06,-8.979077203021278874e-06,1.312644275577935374e-05,-2.466458706034938351e-06,0.000000000000000000e+00
3.028576542305642027e-06,2.054595005722133466e-06,-3.258006367589840596e-06,-1.751989480430304463e-06,2.932455207141240116e-07,-6.038627364003970714e-06,-5.555693850614182263e-06,-9.876017615014876465e-06,-1.337247030441748574e-05,-7.174410254062713903e-06,-5.816322938887609739e-06,1.318885479362172882e-05,-1.378091543450059852e-06,0.000000000000000000e+00
-6.299080544747077246e-06,-3.425737125200274557e-06,-9.690602220187688974e-06,-1.116565807278553331e-05,-4.330422211032271394e-06,-8.858749428549632620e-06,-5.718820698863210115e-06,-1.564806106202792132e-05,-1.343234862592507921e-05,-1.519981738002594089e-05,-1.416913394369420236e-05,4.785001326009002132e-06,-9.542172539864189076e-06,0.000000000000000000e+00
-1.233109347829403715e-05,-9.223204211490043479e-06,-2.076186174868391299e-05,-1.421523711604486250e-05,-4.857892881666283330e-06,-6.308440569161520415e-06,-4.812027336537734527e-06,-1.259033266803997730e-05,-1.245718738994430518e-05,-1.391391177233539267e-05,-1.878402142366673643e-05,-2.994731763179979274e-06,-1.586001119096665509e-05,0.000000000000000000e+00
-1.382769517509727130e-05,-1.512371514763103757e-05,-2.142571132066834806e-05,-1.478753495078965517e-05,-1.128712126344699247e-06,1.385541307698172552e-06,-1.672635149156946106e-06,-4.816294416723885390e-06,-1.031012186160067106e-05,-4.810862470435643855e-06,-1.162214912336918404e-05,-4.068093568322264087e-07,-1.660195904936293120e-05,0.000000000000000000e+00
-1.131335631799801213e-05,-1.177128853742275127e-05,-1.060058496681162833e-05,-1.383102915083543228e-05,-4.852359972533759055e-06,2.659978149080639848e-06,-3.996060196841457333e-07,-2.977758364232850044e-06,-1.000339821469443858e-05,-1.186836591134507853e-06,-9.184784797436476440e-06,8.370770717936988210e-07,-1.437080636606393079e-05,0.000000000000000000e+00
1.168325836575879929e-06,-2.272246262302586348e-06,-2.450973554589154095e-06,-3.635181954680705235e-06,-3.664628812085143267e-06,2.315535759517811055e-06,2.081214541847793313e-07,8.102857373922355793e-07,-5.196024402227816390e-06,3.702958113984897456e-07,-4.021794845502395585e-06,3.020046953536278852e-06,-3.294679571221479731e-06,0.000000000000000000e+00
2.097251027695129165e-06,-7.587508148317693369e-06,-8.064703268482492461e-06,-5.362866651407644538e-07,-3.192487232776377468e-06,-2.574110995651182223e-06,-4.060364408331432742e-06,2.134451589227133260e-06,7.710336369878695891e-07,1.424932143129626038e-06,1.547196937514313737e-06,7.372923732356756162e-06,1.103916498054479733e-06,0.000000000000000000e+00
-9.609126639200423880e-06,-1.411128431219958780e-05,-9.173485886930650527e-06,-6.384275962462806792e-06,-1.444826871137559888e-05,-1.171331573205157842e-05,-9.757009834439616687e-06,-2.863787124437320880e-06,8.076938338292513790e-07,2.871878660257877984e-06,4.049784527351879246e-07,1.144276917677576947e-05,-3.434043659113445818e-06,0.000000000000000000e+00
3.812282162203406700e-06,-2.924037491416799636e-07,6.779020494392305674e-06,1.965079221789883579e-06,-1.234576324101624904e-05,-5.747286509498744108e-06,-5.995163729305023590e-07,6.727792477302206863e-06,7.521397882047761055e-06,1.431789156939040169e-05,1.126282075532159298e-05,2.420240230869001003e-05,7.886302108796831647e-06,0.000000000000000000e+00
2.419342892652781376e-05,1.406570628061341256e-05,1.850466293430990612e-05,1.505567538567177895e-05,1.506796923781187016e-06,2.471970011444261964e-06,7.022665575646593473e-06,1.913266215609979673e-05,1.448805728847181038e-05,2.233361202410925658e-05,2.283116626230259643e-05,3.014460888838025197e-05,2.160371018844892878e-05,0.000000000000000000e+00
1.419368126192111428e-05,9.493760709544518667e-06,1.283294992446783814e-05,1.306238152437628843e-05,-5.661996978713647499e-07,-1.786199029526211084e-06,-3.068476157778361281e-07,1.229288814679179503e-05,5.505087055771725129e-06,1.377059464408331456e-05,1.372454519111925777e-05,1.791475235675593408e-05,1.764444281528954549e-05,0.000000000000000000e+00
1.713199269092855309e-06,8.020619958800640632e-07,6.264270826276032098e-06,8.914082389562829977e-06,-5.556883735408558801e-06,-2.777906076142523171e-06,2.325571915770191068e-06,7.863006010528728477e-06,-4.010678037689784077e-06,9.650126863508048540e-06,4.849345163653018277e-06,8.939030449378196089e-06,8.822032413214317265e-06,0.000000000000000000e+00
6.523447545586332379e-06,7.570428381780727748e-07,1.067100131837948760e-05,1.336057278095674105e-05,4.568339977111469131e-06,3.703351554131375873e-06,1.230349746700235586e-05,1.580200263523308821e-05,-2.783783450064850779e-06,1.261545909819180577e-05,9.461525964751667749e-06,1.311918554207675301e-05,4.273454039826052439e-06,0.000000000000000000e+00
8.029650536354625271e-06,1.421325520714122133e-06,1.089938450446325915e-05,1.452925312886244066e-05,6.759371993591212453e-06,5.771441068131527937e-06,6.761982475013344021e-06,1.295422126192111650e-05,-3.923166094453342849e-07,6.702957137407493019e-06,1.045081709315633774e-05,1.387538720988784621e-05,6.285606013580535323e-06,0.000000000000000000e+00
1.389155597772186941e-06,-2.323267974364843276e-06,9.191576058594610124e-07,4.532964696726940082e-06,-6.554651682307162059e-06,-4.644013595788547549e-07,-2.117235774776843769e-06,-8.498834363317087241e-08,-3.202182223239491275e-07,-7.291413748378724820e-07,2.184619812314039255e-06,3.777700064087892453e-06,4.306635965514615188e-06,0.000000000000000000e+00
-8.249343381399249482e-06,-6.231931288624399224e-06,-8.675302874799727663e-06,-7.146957445639735223e-06,-1.281606051728084036e-05,-5.227752571908143998e-06,-3.262322278171976286e-06,-4.589851558709084866e-06,-3.464441104753184502e-06,-7.180464423590446677e-06,-7.092522027924001805e-06,-6.884598307774471036e-06,-1.069690355382619646e-05,0.000000000000000000e+00
-1.443257669489585259e-05,-6.873204179446098077e-06,-1.234363384298466692e-05,-7.799537541771573481e-06,-6.381287196154724896e-06,1.529058970016017953e-06,-1.635851644159616591e-06,-1.580111055161361571e-06,-7.550831046005951200e-06,-1.032863257801174825e-05,-1.222032515449759046e-05,-7.099411833371480058e-06,-1.508355412985427236e-05,0.000000000000000000e+00
-5.622189320210570215e-06,-5.202493215838864383e-06,-8.767602815289541557e-06,-6.406536049439231470e-07,9.922363744563993765e-07,9.464150519569689509e-06,2.152849370565339120e-06,-6.699288471808717533e-08,-2.473393783474479382e-06,-2.180931227588311007e-06,-8.240153870450896874e-06,1.133171390859846638e-06,-2.554058989852745364e-06,0.000000000000000000e+00
4.099120819409480808e-06,-4.771309727626458563e-06,-1.601340769054706895e-06,3.374606353856717835e-06,1.326055225452050043e-06,5.970930618753333928e-06,7.662711604486078836e-07,-1.109229880216675556e-06,9.404200198367273512e-08,2.078782452124818971e-06,-1.997013046462903213e-08,8.559458274204629610e-07,1.833918863202874189e-06,0.000000000000000000e+00
3.170195628290230725e-06,-1.064732410162508551e-06,6.620453929961086389e-06,6.971251663996338766e-06,1.128714799725339609e-06,3.786591798275726150e-06,-4.584929175249873436e-06,2.506357740138859894e-06,-2.995190585183489968e-06,1.393450461585412692e-06,6.569439588006417310e-06,1.603438838788433974e-06,4.159308215457394380e-06,0.000000000000000000e+00
7.200338770122840257e-06,8.028137019913024418e-06,1.618769776150148063e-05,1.447420243533989473e-05,1.737334804303046064e-06,4.161172896925302187e-06,-2.072455855649659993e-06,1.312367850003815265e-05,7.676592715342946119e-06,1.432636740672922791e-05,1.467729615472649030e-05,1.381007228656442949e-05,1.658527574731060323e-05,0.000000000000000000e+00
1.816861696345464897e-05,1.439384591897459363e-05,2.465562563515677968e-05,1.871195894712749286e-05,-1.781595403982602654e-06,-2.363140032043949820e-06,5.121118295567246063e-06,2.049881741206988805e-05,1.753451964599069186e-05,2.356745177386129482e-05,2.191495546349279968e-05,1.750979983215075818e-05,2.067859810025177714e-05,0.000000000000000000e+00
2.259121299610895463e-05,1.520319033188372573e-05,2.324154321355000486e-05,1.845505571068894630e-05,1.717047470817122170e-06,-1.170508258182654130e-06,1.204761221484701951e-05,2.277524296482795910e-05,9.132002529945830178e-06,1.677951689936675047e-05,2.276079261158160525e-05,1.299871579461356532e-05,1.496201594262608491e-05,0.000000000000000000e+00
1.569988425268940802e-05,9.796889704737926725e-06,1.337254957656213736e-05,1.753180970473792584e-05,1.411629683680476327e-05,1.287556535286487624e-05,2.034789008163575619e-05,2.661277457846952590e-05,2.116462861066605843e-06,1.749633057145037052e-05,1.563275379720760827e-05,1.223961124132143217e-05,1.404221296253910704e-05,0.000000000000000000e+00
7.319154782940417303e-06,4.521644847791256452e-06,1.042960147402151136e-05,1.537451065232318714e-05,1.670938691691462705e-05,1.976871867399099256e-05,2.166569913023574278e-05,2.586146416876478700e-05,6.085540172426947849e-06,1.936101478599221731e-05,8.400507846189068085e-06,6.745900468451973047e-06,1.140756806286717479e-05,0.000000000000000000e+00
5.419298739604795626e-06,8.697421831082628952e-06,1.119403431448843695e-05,1.114019480888075109e-05,9.916818805218587012e-06,1.416722431372548548e-05,1.449611422140839675e-05,1.573901852903029263e-05,1.449247278553444773e-06,7.182447364003967837e-06,4.667997679102777894e-06,-3.943975315480277192e-06,2.691339822995351169e-06,0.000000000000000000e+00
5.990575730525677674e-06,1.133954617532616181e-05,8.464086074616612116e-06,8.719111183337150133e-06,1.119860942092012056e-05,1.358167225146867535e-05,1.077778165102615892e-05,7.437113482871750964e-06,-8.161834326695659416e-06,-1.534345922026397360e-06,1.736664458686206444e-06,-4.042673421835659304e-06,-1.328982293430985967e-06,0.000000000000000000e+00
2.325281759365229174e-06,1.471346807049668173e-06,4.946038342870218057e-06,8.941607736324101249e-06,1.608047957885099861e-05,2.218842646066986656e-05,1.333023704127564388e-05,9.026712353704130582e-06,-3.303136238651102509e-06,9.648152590218971125e-07,1.995152291142145913e-06,-6.114627832455936903e-07,6.181331059739121075e-07,0.000000000000000000e+00
-1.588445693141065456e-06,-5.007410199130235502e-06,-1.817890629434656638e-06,4.483648450446327004e-06,1.476180290226596538e-05,2.829653816891736337e-05,1.414107343404286918e-05,1.403394879682612731e-05,1.584890006866560254e-06,3.617752346074617296e-06,2.096652748912802819e-06,-5.224147812619210620e-06,1.894226260776736704e-07,0.000000000000000000e+00
1.912426118867785022e-06,-1.554941016250858183e-06,-3.756189379720763037e-06,6.966194918745709480e-07,1.364046665140764513e-05,2.825635322346836987e-05,1.170696497291522788e-05,1.467728645304036191e-05,-2.307200891126878828e-06,2.040035767147326339e-06,2.528368029297330347e-06,-3.810442583352406330e-06,-1.899711415274275839e-06,0.000000000000000000e+00
4.532379209582670021e-06,-2.498342476539253995e-06,3.703539143968868046e-06,4.803630606546120584e-06,1.622433521629663823e-05,2.655423374837872266e-05,1.290962565804531005e-05,1.446434018921187400e-05,2.501394927901122155e-06,4.056074219882505609e-06,4.931898869306485509e-06,7.862059935912109332e-06,1.668009234760057268e-06,0.000000000000000000e+00
3.679064208438243659e-06,-1.933101940947585090e-06,6.539987315175093464e-06,8.340637665369649381e-06,1.835634953536278307e-05,2.408142442664224731e-05,1.103206762035552649e-05,1.570152798962386870e-05,1.007172557564660185e-05,1.034393469138628168e-05,7.191975728999779211e-06,1.456191962615396191e-05,8.389340102235452580e-06,0.000000000000000000e+00
1.009872938582437286e-05,8.200210244907302052e-06,1.028878489814602395e-05,1.441571107347219179e-05,1.777723837949187564e-05,1.872247491569389665e-05,4.110371549553665296e-06,1.598345684596017664e-05,5.970671555657282860e-06,1.529019119554436614e-05,1.397491298695354576e-05,1.483043653315022615e-05,1.603976488899061927e-05,0.000000000000000000e+00
2.280004113984893842e-05,1.813143643396658241e-05,2.749325713893338880e-05,2.662893680933852108e-05,1.731062970931563497e-05,1.622526759136338917e-05,7.681570099946585071e-06,2.074025648584726153e-05,7.507955809872587133e-06,2.468262980086976594e-05,2.350918932021058209e-05,2.206297570916304136e-05,2.572357808194095289e-05,0.000000000000000000e+00
2.705581468986038773e-05,2.154488901350423366e-05,3.799178370336461048e-05,2.873347894712748970e-05,1.787867504692149215e-05,1.969121913633935570e-05,1.895651402304111100e-05,2.781547108262760889e-05,2.234311546501869326e-05,3.228424505989166150e-05,2.672201714351111085e-05,3.111997841000991666e-05,3.050310265812161987e-05,0.000000000000000000e+00
2.232837757381552271e-05,1.811743047379262830e-05,2.890970622568092595e-05,2.030728216983291668e-05,1.832684068665598807e-05,2.116801588158998294e-05,2.127547412069885299e-05,2.475774268863966318e-05,2.588204646677348032e-05,2.460876893263142000e-05,2.387594430762189187e-05,2.390195366140230291e-05,2.562270502784772078e-05,0.000000000000000000e+00
